institution_id,district_tr,institution_name,institution_type,address,icu,n#_beds,ambulance,neighborhood_tr,latitude,longitude,district_eng,private_or_public,related_to_htourism,institution_type_eng,institution_type_abbrv_tr,institution_type_abbrv_eng,care_type
1943,Pendik,Hikmet Hasan Ataman Aile Sağliği Merkezi,Aile Sağliği Merkezi,Anadolu Cad. No:2 GÜZELYALI/PENDİK,No,0.0,,Güzelyali,40.859758888000044,29.280498428000044,Pendik,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1944,Bağcılar,Özel Hilal Sağlik Kabini,Sağlik Kabini,252. Sk. No:22A KAZIM KARABEKİR/BAÐCILAR,,,,Kazim Karabekir,41.025319645000025,28.844725293000067,Bagcilar,Private,No,Health Cabin,Sağlık Kabini,HealtH Cabin,low level
1945,Ataşehir,Özel Modern Tip Merkezi,Tip Merkezi,Kirlangiç Sk. No:1A YENİ ÇAMLICA/ATAŞEHİR,No,,No,Yeni Çamlica,40.98942772200007,29.161613700000032,Atasehir,Private,No,Medical Center,Tıp M.,Medical C.,hospital level
1946,Ataşehir,Kivilcim Huzur ve Bakimevi,Bakim Evi,Mustafa Kemal Cad. No:10 ATATÜRK/ATAŞEHİR,,27.0,No,Atatürk,40.98616485700006,29.131483510000066,Atasehir,Public,No,Nursing House,Bakımevi,Nursing House,not specified
1947,Ataşehir,Yeditepe Üniversitesi Hastanesi,Üniversite Hastanesi,Hastahane Sk. No:4 İÇERENKÖY/ATAŞEHİR,Yes,152.0,Yes,İçerenköy,40.968925986000045,29.103385613000054,Atasehir,Public,No,University Hospital,Üniversite H.,University H.,hospital level
1948,Küçükçekmece,Zambak Aile Sağliği Merkezi,Aile Sağliği Merkezi,2. Yavuz Selim Cad. No:44 CENNET/KÜÇÜKÇEKMECE,No,0.0,,Cennet,40.99271118600007,28.781968115000037,Kucukcekmece,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1949,Kadıköy,Kadiköy Belediyesi Mamografi ve Kadin Sağliği Merkezi,Kadin Hastaliklari ve Sağliği Merkezi,Dr. Erkin Cad. No:44/1 MERDİVENKÖY/KADIKÖY,,0.0,,Merdivenköy,40.988574809000056,29.06141055300003,Kadikoy,Public,No,Gynecology and Obstetrics Clinic,Kadın Hastalıkları ve Sağlığı M.,Gynecology and Obstetrics C.,not specified
1950,Şişli,Özel Fransiz Lape Hastanesi,Hastane,Büyükdere Cad. No:18 19 MAYIS/ŞİŞLİ,Yes,150.0,No,19 Mayis,41.06243359800004,28.990120972000057,Sisli,Private,No,Hospital,Hastane,Hospital,hospital level
1951,Bayrampaşa,Altintepsi Aile Sağliği Merkezi,Aile Sağliği Merkezi,Filiz Sk. No:1 ALTINTEPSİ/BAYRAMPAŞA,No,0.0,,Altintepsi,41.03568968200005,28.900120033000068,Bayrampasa,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1952,Kartal,Doğa Yaşam ve Bakimevi,Bakim Evi,Manolya Sk. No:1 ATALAR/KARTAL,,24.0,No,Atalar,40.90491374800007,29.168824578000056,Kartal,Public,No,Nursing House,Bakımevi,Nursing House,not specified
1953,Kartal,Kartal Yavuz Selim Devlet Hastanesi Poliklinikleri,Poliklinik,İstasyon Cad. No:20 YUKARI/KARTAL,Yes,105.0,,Yukari,40.88805636600006,29.182759195000077,Kartal,Public,No,Polyclinic,Poliklinik,Polyclinic,hospital level
1954,Sultangazi,Molla Gürani Aile Sağliği Merkezi,Aile Sağliği Merkezi,1285. Sk. No:28 ZÜBEYDE HANIM/SULTANGAZİ,No,0.0,,Zübeyde Hanim,41.102259450000076,28.90805925700005,Sultangazi,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1955,Ataşehir,Ataşehir 1 Nolu Aile Sağliği Merkezi,Aile Sağliği Merkezi,İnci Sk. No:30 İÇERENKÖY/ATAŞEHİR,No,0.0,,İçerenköy,40.966962427000055,29.112373641000037,Atasehir,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1956,Kadıköy,Özel Caddebostan Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Gökçe Sk. No:11 CADDEBOSTAN/KADIKÖY,,,,Caddebostan,40.968244836000046,29.068214090000023,Kadikoy,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
1958,Üsküdar,Üsküdar 2 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Abdullahağa Cad. No:16/3 BEYLERBEYİ/ÜSKÜDAR,No,3.0,Yes,Beylerbeyi,41.03891742500008,29.04059868800005,Uskudar,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
1959,Kadıköy,Özel Universal Hospital Kadiköy,Hastane,Uzunçayir Cad. No:2/1 HASANPAŞA/KADIKÖY,Yes,,Yes,Hasanpaşa,40.995167584000065,29.04309179300003,Kadikoy,Private,No,Hospital,Hastane,Hospital,hospital level
1960,Bahçelievler,Diş Hekimi Mehmet Attar,Muayenehane,Mahmutbey Cad. No:2 HÜRRİYET/BAHÇELİEVLER,,,,Hürriyet,40.996246907000064,28.842629045000024,Bahcelievler,Public,No,Doctor's Office,Muayenehane,Doctor's Office,not specified
1961,Şişli,Darülaceze Müessesesi,Bakim Evi,Darülaceze Cad. No:51 HALİL RIFAT PAŞA/ŞİŞLİ,,554.0,Yes,Halil Rifat Paşa,41.05949198600007,28.966572324000026,Sisli,Public,No,Nursing House,Bakımevi,Nursing House,not specified
1962,Şişli,Nişantaşi Aile Sağliği Merkezi,Aile Sağliği Merkezi,Oktay Cebeci Sk. No:23 MERKEZ/ŞİŞLİ,No,0.0,,Merkez,41.058150520000034,28.985165900000034,Sisli,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1963,Kadıköy,Minouvet,Veteriner,Acibadem Cad. No:111 ACIBADEM/KADIKÖY,,0.0,No,Acibadem,41.00519017300008,29.04531265400005,Kadikoy,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
1965,Kağıthane,Özel 333 Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Oruç Sk. No:61 SULTAN SELİM/KAÐITHANE,No,,,Sultan Selim,41.09248213300003,29.004404926000067,Kagithane,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
1966,Kağıthane,Kağithane 2 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Işin Sk. No:25 SULTAN SELİM/KAÐITHANE,No,0.0,Yes,Sultan Selim,41.092278518000064,29.001227025000052,Kagithane,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
1967,Kadıköy,Özel Dentalform Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Bağdat Cad. No:1 CADDEBOSTAN/KADIKÖY,,,,Caddebostan,40.967188358000044,29.06691809300003,Kadikoy,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
1968,Tuzla,Şifa Semt İbrahim Doğan Aile Sağliği Merkezi,Aile Sağliği Merkezi,Gülüm Sk. No:76 MİMAR SİNAN/TUZLA,No,0.0,,Mimar Sinan,40.83388944800004,29.361754218000044,Tuzla,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1969,Kadıköy,Özel Euromed Görüntüleme Merkezi,Görüntüleme Merkezi,Recep Peker Cad. No:27 ZÜHTÜPAŞA/KADIKÖY,,,,Zühtüpaşa,40.98460275000008,29.038993959000038,Kadikoy,Private,No,Screening Center,Görüntüleme M.,Screening C.,specialized
1970,Beyoğlu,Beyoğlu 5 Nolu Aile Sağliği Merkezi,Aile Sağliği Merkezi,Kulaksiz Cad. No:2 KAPTANPAŞA/BEYOÐLU,No,0.0,,Kaptanpaşa,41.03845261800007,28.963352334000035,Beyoglu,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1971,Küçükçekmece,Cumhuriyet Aile Sağliği Merkezi,Aile Sağliği Merkezi,İnönü Cad. No:2 YENİ MAHALLE/KÜÇÜKÇEKMECE,Yes,0.0,,Yeni Mahalle,40.997177443000055,28.776772399000038,Kucukcekmece,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1972,Kadıköy,Özel Koşuyolu Sağlik Klinikleri,Klinikler,Muhittin Üstündağ Cad. No:31 KOŞUYOLU/KADIKÖY,,0.0,No,Koşuyolu,41.00681327500007,29.03763763700005,Kadikoy,Public,No,General Clinic,Klinikler,General Clinic,specialized
1973,Bahçelievler,Özel İstanbul Çocuk Sağliği ve Hastaliklari Merkezi,Ana Çocuk Sağliği ve Aile Planlama Merkezi,Ressam Halim Sk. No:2/1A BAHÇELİEVLER/BAHÇELİEVLER,,,,Bahçelievler,40.99685469900004,28.86662909600005,Bahcelievler,Private,No,Planned Parenthood Center,Aile Planlama M.,Planned Parenthood C.,low level
1974,Bahçelievler,Kadin Hastaliklari ve Doğum Uzmani Dr.Emine Kanmaz Süthan,Muayenehane,Nurettinpaşa Sk. No:2B BAHÇELİEVLER/BAHÇELİEVLER,,,,Bahçelievler,41.00506158500008,28.870981671000038,Bahcelievler,Public,No,Doctor's Office,Muayenehane,Doctor's Office,not specified
1975,Kadıköy,Özel Turkuaz Ağiz ve Diş Sağliği Polikliniği Kadiköy,Ağiz ve Diş Sağliği Merkezi,Sakizgülü Sk. No:30 CAFERAÐA/KADIKÖY,,,,Caferağa,40.98718053600004,29.02814362300007,Kadikoy,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
1976,Sarıyer,Metin Sabanci Baltalimani Kemik Hastaliklari Eğitim ve Araştirma Hastanesi,Hastane,Baltalimani Hisar Cad. No:56 BALTALİMANI/SARIYER,Yes,131.0,Yes,Baltalimani,41.09584047900006,29.053854935000057,Sariyer,Public,No,Hospital,Hastane,Hospital,hospital level
1977,Fatih,İstanbul Üniversitesi Tip Fakültesi Ortopedi ve Travmatoloji Anabilim Dali,Poliklinik,Turgut Özal Millet Cad. No:118AN TOPKAPI/FATİH,Yes,,,Topkapi,41.015422403000066,28.93450394000007,Fatih,Public,No,Polyclinic,Poliklinik,Polyclinic,hospital level
1978,Fatih,Özel Dentema Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Fevzipaşa Cad. No:44 ALİ KUŞÇU/FATİH,,,,Ali Kuşçu,41.02107384100003,28.94638933700003,Fatih,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
1979,Esenyurt,Özel Sim-Dent Ağiz Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,1823. Sk. No:1 MEHTERÇEŞME/ESENYURT,,,,Mehterçeşme,41.01836895100007,28.66568947900004,Esenyurt,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
1980,Şişli,Fulyavet Veteriner Kliniği,Veteriner,Avni Dilligil Sk. No:2 GÜLBAHAR/ŞİŞLİ,,0.0,No,Gülbahar,41.07023699900003,29.002724000000054,Sisli,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
1981,Kadıköy,Özel Nova Polikliniği,Poliklinik,Fahrettin Kerim Gökay Cad. No:135 EÐİTİM/KADIKÖY,No,0.0,,Eğitim,40.98694582100006,29.04680728200003,Kadikoy,Private,No,Polyclinic,Poliklinik,Polyclinic,hospital level
1984,Kadıköy,Özel Akademi Lazer Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Bayar Cad. No:97 KOZYATAÐI/KADIKÖY,,,,Kozyataği,40.97132324300003,29.099007908000036,Kadikoy,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
1985,Bağcılar,Fatih Aile Sağliği Merkezi,Aile Sağliği Merkezi,Cami Cad. No:28 FATİH/BAÐCILAR,No,0.0,,Fatih,41.05196403000008,28.84331682200008,Bagcilar,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1988,Sarıyer,Sariyer Belediyesi Ayazağa Halk Sağliği Birimi,Muayenehane,Şehit Naci Canan Tuncer Sk. No:4 AYAZAÐA/SARIYER,,,,Ayazağa,41.11601173900005,29.000310344000074,Sariyer,Public,No,Doctor's Office,Muayenehane,Doctor's Office,not specified
1991,Bahçelievler,Kadin Hastaliklari ve Doğum Uzmani Op. Dr. Berra Önsoy Gidemez,Muayenehane,İzzettin Çalişlar Cad. No:28 BAHÇELİEVLER/BAHÇELİEVLER,,,,Bahçelievler,41.00186666600007,28.87051697800007,Bahcelievler,Public,No,Doctor's Office,Muayenehane,Doctor's Office,not specified
1993,Avcılar,Üniversite Aile Sağliği Merkezi,Aile Sağliği Merkezi,Toker Kardeşler Sk. No:3 ÜNİVERSİTE/AVCILAR,No,0.0,,Üniversite,40.99609696500005,28.712838258000037,Avcilar,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1994,Ataşehir,Küçükbakkalköy Aile Sağliği Merkezi,Aile Sağliği Merkezi,Uzay Sk. No:6 KÜÇÜKBAKKALKÖY/ATAŞEHİR,No,0.0,,Küçükbakkalköy,40.98038426900007,29.12537395700008,Atasehir,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1995,Avcılar,Özel Avcilar Ağiz Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Cumhuriyet Cad. No:20 AMBARLI/AVCILAR,,,,Ambarli,40.977117390000046,28.719124050000058,Avcilar,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
1996,Bahçelievler,Diş Hekimi Cenk Bakirci,Muayenehane,Fetih Cad. No:36 ŞİRİNEVLER/BAHÇELİEVLER,,,,Şirinevler,40.99486042800004,28.846855872000052,Bahcelievler,Public,No,Doctor's Office,Muayenehane,Doctor's Office,not specified
1997,Bahçelievler,Bahçelievler 5 Nolu Aile Sağliği Merkezi,Aile Sağliği Merkezi,Kaya 2 Sk. No:26 SOÐANLI/BAHÇELİEVLER,No,0.0,,Soğanli,41.012184812000044,28.855217839000034,Bahcelievler,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
1998,Gaziosmanpaşa,Özel Gaziosmanpaşa Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Ordu Cad. No:29 SARIGÖL/GAZİOSMANPAŞA,No,0.0,,Sarigöl,41.05824264000006,28.916944543000053,Gaziosmanpasa,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
1999,Beşiktaş,Pako Veteriner Kliniği,Veteriner,Arnavutköy Kuruçeşme Cad. No:53 KURUÇEŞME/BEŞİKTAŞ,,0.0,No,Kuruçeşme,41.06171184600004,29.038183620000037,Besiktas,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
2000,Beşiktaş,Özel Reem Nöropsikiyatri Polikliniği,Poliklinik,Altzeren Sk. No:19 LEVENT/BEŞİKTAŞ,No,0.0,,Levent,41.078901272000046,29.02118811200006,Besiktas,Private,No,Polyclinic,Poliklinik,Polyclinic,hospital level
2001,Gaziosmanpaşa,Özel AB Diş Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Ordu Cad. No:18 YENİDOÐAN/GAZİOSMANPAŞA,No,,,Yenidoğan,41.057853898000076,28.92233161700005,Gaziosmanpasa,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
2004,Beşiktaş,Eren Veteriner Kliniği,Veteriner,Yücel Sk. No:20 NİSBETİYE/BEŞİKTAŞ,,0.0,No,Nisbetiye,41.07112181600007,29.019794793000074,Besiktas,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
2005,Gaziosmanpaşa,Kazim Karabekir Aile Sağliği Merkezi,Aile Sağliği Merkezi,831/1. Sk. No:13 KAZIM KARABEKİR/GAZİOSMANPAŞA,No,0.0,,Kazim Karabekir,41.08348510900004,28.91185010600003,Gaziosmanpasa,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
2006,Gaziosmanpaşa,Mustafa Furuncu Aile Sağliği Merkezi,Aile Sağliği Merkezi,1168. Sk. No:18-20 KARADENİZ/GAZİOSMANPAŞA,No,0.0,,Karadeniz,41.08118805300006,28.89099313900005,Gaziosmanpasa,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
2007,Beyoğlu,Taksim Verem Savaş Dispanseri,Verem Savaş Dispanseri,Dünya Sağlik Sk. No:10 GÜMÜŞSUYU/BEYOÐLU,,0.0,No,Gümüşsuyu,41.03562803500006,28.986848526000074,Beyoglu,Public,No,Tuberculosis Dispensary,Verem Savaş Disp.,Tuberculosis Dispensary,specialized
2008,Beşiktaş,Plastik Rekanstrüktif ve Estetik Cerrahş Uzmani Op.Dr. Serdar H.Beten,Muayenehane,Yeşim Sk. No:5 AKAT/BEŞİKTAŞ,,,,Akat,41.07891799500004,29.025715531000056,Besiktas,Public,Yes,Doctor's Office,Muayenehane,Doctor's Office,not specified
2009,Güngören,Özel Meltem Hastanesi ve Doğum Hastanesi,Hastane,Ergene Sk. No:52 HAZNEDAR/GÜNGÖREN,Yes,36.0,Yes,Haznedar,41.01070181700004,28.867244251000045,Gungoren,Private,No,Hospital,Hastane,Hospital,hospital level
2011,Sarıyer,Sariyer Merkez Aile Sağliği Merkezi,Aile Sağliği Merkezi,Sefir Sk. No:31 MERKEZ/SARIYER,No,0.0,,Sariyer Merkez,41.16827547200006,29.05494228900005,Sariyer,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
2012,Kartal,Özel Orto-Diş Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Gazi Osmanpaşa Sk. No:1 ORTA/KARTAL,,,,Orta,40.914693949000025,29.203534875000056,Kartal,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
2013,Şile,Ağva 2-4 Nolu Acil Sağlik Hizmetleri İstasyonu,Acil Yardim İstasyonu,Yakuplu Cad. No:11 AÐVA MERKEZ/ŞİLE,No,0.0,,Ağva Merkez,41.138112995000036,29.855037225000054,Sile,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
2014,Büyükçekmece,Dev Vet Veteriner Kliniği,Veteriner,Çarmikli Cad. No:25A2 SİNANOBA/BÜYÜKÇEKMECE,,0.0,No,Sinanoba,40.997748116000025,28.534329338000077,Buyukcekmece,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
2015,Kartal,Kartal Dr. Lütfi Kirdar Eğitim ve Araştirma Hastanesi Yara Tedavi Merkezi,Tani Tedavi Merkezleri,Denizer Cad. No:30/4 CEVİZLİ/KARTAL,,,,Cevizli,40.914291135000035,29.173825945000033,Kartal,Private,No,Early Diagnosis and Therapy Center,Tanı Tedavi M.,Early Diagnosis and Therapy C.,specialized
2016,Kartal,Kuzey Marmara Bölge Kan Merkezi,Kan Merkezi,Cevizli D-100 Güney Yanyol No:43 CEVİZLİ/KARTAL,,,No,Cevizli,40.916077062000056,29.176747584000047,Kartal,Public,No,Blood Bank,Kan M.,Blood Bank,not specified
2017,Kartal,Özel Gül Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Üsküdar Cad. No:16 YUKARI/KARTAL,,,,Yukari,40.88934675100006,29.182929299000076,Kartal,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
2018,Büyükçekmece,Atrium Veteriner Kliniği,Veteriner,Fatih 1 Cad. No:29 MİMAROBA/BÜYÜKÇEKMECE,,0.0,No,Mimaroba,41.00449799900008,28.53229004700006,Buyukcekmece,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
2019,Beşiktaş,Yeşil Park Veteriner Kliniği,Veteriner,Ressam Hamdi Bey Sk. No:8 CİHANNÜMA/BEŞİKTAŞ,,0.0,No,Cihannüma,41.04606482200006,29.006856532000032,Besiktas,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
2020,Beşiktaş,Özel Grup Dent Ağiz ve Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Levent Cad. No:5 LEVENT/BEŞİKTAŞ,,,,Levent,41.07791824700007,29.01429729200004,Besiktas,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
2021,Esenler,Esenler 14 Nolu Cezaevi Aile Sağliği Merkezi,Aile Sağliği Merkezi,Metris Kavşaği ORUÇREİS/ESENLER,No,0.0,,Oruçreis,41.07970090300007,28.874728870000073,Esenler,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
2022,Beşiktaş,Medipet Veteriner Kliniği,Veteriner,Kelaynak Sk. No:28/1 ULUS/BEŞİKTAŞ,,0.0,No,Ulus,41.06761578700008,29.028389326000024,Besiktas,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
2023,Beşiktaş,Özel Ren Med Diyaliz Merkezi,Diyaliz Merkezi,Begonya Sk. No:10 LEVENT/BEŞİKTAŞ,,,No,Levent,41.082080271000045,29.01767768800005,Besiktas,Private,No,Dialysis Center,Diyaliz M.,Dialysis C.,specialized
2024,Beşiktaş,Özel Acibadem Hastanesi Fulya,Hastane,Yeşilçimen Sk. No:23 DİKİLİTAŞ/BEŞİKTAŞ,Yes,88.0,Yes,Dikilitaş,41.055768586000056,28.99975834700007,Besiktas,Private,No,Hospital,Hastane,Hospital,hospital level
2025,Beylikdüzü,Özel Flora Diş Ağiz Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Kuşdili Cad. No:7A ADNAN KAHVECİ/BEYLİKDÜZÜ,,,,Adnan Kahveci,41.00466808500005,28.62855752200005,Beylikduzu,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
2026,Beylikdüzü,Beylikdüzü 2 Nolu Aile Sağliği Merkezi,Aile Sağliği Merkezi,5. Sk. No:8 MARMARA/BEYLİKDÜZÜ,No,0.0,,Marmara,40.983407763000066,28.67236533700003,Beylikduzu,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
2028,Beylikdüzü,Beylikdüzü 3 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Osmanli Cad. No:31 /1 ADNAN KAHVECİ/BEYLİKDÜZÜ,No,3.0,Yes,Adnan Kahveci,41.00418875500004,28.629289408000034,Beylikduzu,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
2029,Beylikdüzü,Özel Sistem Ağiz Diş Sağliği Polikliniği,Ağiz ve Diş Sağliği Merkezi,Akdeniz Cad. No:9 BARIŞ/BEYLİKDÜZÜ,,,,Bariş,41.00476771700004,28.65716598200004,Beylikduzu,Private,No,Dental Health Center,Ağız Diş Sağlığı M.,Dental Health C.,specialized
2030,Beylikdüzü,Özel Medicana İnternational İstanbul Hastanesi,Hastane,Beylikdüzü Cad. No:3 BÜYÜKŞEHİR/BEYLİKDÜZÜ,Yes,186.0,Yes,Büyükşehir,41.01278890700007,28.645414854000023,Beylikduzu,Private,No,Hospital,Hastane,Hospital,hospital level
2031,Sarıyer,Reşitpaşa Aile Sağliği Merkezi,Aile Sağliği Merkezi,Sezaibey Cad. No:16 REŞİTPAŞA/SARIYER,No,0.0,,Reşitpaşa,41.10334661100006,29.04666672700006,Sariyer,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
2032,Sarıyer,Proplan Veteriner Kliniği,Veteriner,Kilyos Cad. No:154 MADEN/SARIYER,,0.0,No,Maden,41.178262532000076,29.049414478000074,Sariyer,Public,No,Veterinary Clinic,Veteriner,Veterinary Cli.,not specified
2033,Çatalca,Binkiliç Aile Sağliği Merkezi,Aile Sağliği Merkezi,Semih Sk. No:2B FATİH/ÇATALCA,No,0.0,,Fatih,41.410694294000045,28.184558097000043,Catalca,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
2034,Sarıyer,Diş Hekimi Eral Aydin,Muayenehane,Yeni Mahalle Cad. No:5 MERKEZ/SARIYER,,,,Sariyer Merkez,41.16821119000008,29.057036116000067,Sariyer,Public,No,Doctor's Office,Muayenehane,Doctor's Office,not specified
2035,Adalar,Adalar 2 Nolu Acil Yardim İstasyonu,Acil Yardim İstasyonu,Ortayali Sk. No:1 HEYBELİADA/ADALAR,No,3.0,Yes,Heybeliada,40.87712196200005,29.09890097000005,Adalar,Public,No,First Aid Station,Acil Yardım İst.,First Aid Station,not specified
2036,Arnavutköy,Çarem Bakim Merkezi,Bakim Evi,Duatepe Sk. No:27 İSLAMBEY/ARNAVUTKÖY,,0.0,No,İslambey,41.18726846200008,28.740487023000068,Arnavutkoy,Public,No,Nursing House,Bakımevi,Nursing House,not specified
2037,Sarıyer,Medikal Estetik ve Akapuntur Uz. Dr Tayfun Sari,Muayenehane,Sirribey Sk. No:1 MERKEZ/SARIYER,,,,Sariyer Merkez,41.169681340000075,29.05480284200007,Sariyer,Public,Yes,Doctor's Office,Muayenehane,Doctor's Office,not specified
2038,Sarıyer,Sabri Artam Vakfi Aile Sağliği Merkezi,Aile Sağliği Merkezi,Valide Sultan Cad. No:34 BAHÇEKÖY MERKEZ/SARIYER,No,0.0,,Bahçeköy Merkez,41.18245619200008,28.989287552000064,Sariyer,Public,No,Family Health Center,Aile Sağlığı M.,Family Health C.,low level
2040,Üsküdar,Türk Kizilayi Üsküdar Şubesi,Kizilay,Halk Cad. No:25 AHMEDİYE/ÜSKÜDAR,,,No,Ahmediye,41.02045762400007,29.015313573000068,Uskudar,Public,No,Turkish Red Crescent,Kızılay,Turkish Red Crescent,not specified
2041,Şişli,Diş Hekimi Sevgi Karaer,Muayenehane,Akkirman Sk. No:3 MEŞRUTİYET/ŞİŞLİ,,,,Meşrutiyet,41.05451759300007,28.993143172000032,Sisli,Public,No,Doctor's Office,Muayenehane,Doctor's Office,not specified
